iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AFG,2021-01-01 00:00:00,2021-12-31 00:00:00,sand-quarrying,co2e_20yr,764,tonnes,annual,2023-10-03 21:10:30.951591,
AFG,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2,521,tonnes,annual,2023-10-03 21:10:30.952136,
AFG,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.952151,
AFG,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.952161,
AFG,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2e_100yr,521,tonnes,annual,2023-10-03 21:10:30.95217,
AFG,2022-01-01 00:00:00,2022-12-31 00:00:00,sand-quarrying,co2e_20yr,521,tonnes,annual,2023-10-03 21:10:30.952177,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.952707,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.952722,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.952731,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.95274,
AGO,2015-01-01 00:00:00,2015-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.952747,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.953292,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.953307,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.953317,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.953325,
AGO,2016-01-01 00:00:00,2016-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.953333,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.953876,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.953891,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.9539,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.953909,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.953916,
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.954483,
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.954499,
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.954509,
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_100yr,166,tonnes,annual,2023-10-03 21:10:30.954517,
AGO,2018-01-01 00:00:00,2018-12-31 00:00:00,sand-quarrying,co2e_20yr,166,tonnes,annual,2023-10-03 21:10:30.954525,
AGO,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,co2,166,tonnes,annual,2023-10-03 21:10:30.955072,
AGO,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,ch4,,tonnes,annual,2023-10-03 21:10:30.955088,
AGO,2019-01-01 00:00:00,2019-12-31 00:00:00,sand-quarrying,n2o,,tonnes,annual,2023-10-03 21:10:30.955097,
