iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
GUY,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2e_20yr,125208,tonnes,annual,2023-10-03 21:10:31.617863,2023-11-02 13:53:00.017128
GUY,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2,125293,tonnes,annual,2023-10-03 21:10:31.618463,2023-11-02 13:53:00.017128
GUY,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2e_100yr,125293,tonnes,annual,2023-10-03 21:10:31.618494,2023-11-02 13:53:00.017128
GUY,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2e_20yr,125293,tonnes,annual,2023-10-03 21:10:31.618502,2023-11-02 13:53:00.017128
GUY,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2,162770,tonnes,annual,2023-10-03 21:10:31.61903,2023-11-02 13:53:00.017128
GUY,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2e_100yr,162770,tonnes,annual,2023-10-03 21:10:31.619061,2023-11-02 13:53:00.017128
GUY,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2e_20yr,162770,tonnes,annual,2023-10-03 21:10:31.619068,2023-11-02 13:53:00.017128
GUY,2019-01-01 00:00:00,2019-12-31 00:00:00,bauxite-mining,co2,160740,tonnes,annual,2023-10-03 21:10:31.619586,2023-11-02 13:53:00.017128
GUY,2019-01-01 00:00:00,2019-12-31 00:00:00,bauxite-mining,co2e_100yr,160740,tonnes,annual,2023-10-03 21:10:31.619616,2023-11-02 13:53:00.017128
GUY,2019-01-01 00:00:00,2019-12-31 00:00:00,bauxite-mining,co2e_20yr,160740,tonnes,annual,2023-10-03 21:10:31.619624,2023-11-02 13:53:00.017128
HUN,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2,395,tonnes,annual,2023-10-03 21:10:31.646921,2023-11-02 13:53:00.077172
HUN,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2e_100yr,395,tonnes,annual,2023-10-03 21:10:31.646951,2023-11-02 13:53:00.077172
HUN,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2e_20yr,395,tonnes,annual,2023-10-03 21:10:31.646958,2023-11-02 13:53:00.077172
HUN,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2,840,tonnes,annual,2023-10-03 21:10:31.64749,2023-11-02 13:53:00.077172
HUN,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2e_100yr,840,tonnes,annual,2023-10-03 21:10:31.647521,2023-11-02 13:53:00.077172
HUN,2016-01-01 00:00:00,2016-12-31 00:00:00,bauxite-mining,co2e_20yr,840,tonnes,annual,2023-10-03 21:10:31.647528,2023-11-02 13:53:00.077172
HUN,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2,198,tonnes,annual,2023-10-03 21:10:31.648122,2023-11-02 13:53:00.077172
HUN,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2e_100yr,198,tonnes,annual,2023-10-03 21:10:31.648153,2023-11-02 13:53:00.077172
HUN,2017-01-01 00:00:00,2017-12-31 00:00:00,bauxite-mining,co2e_20yr,198,tonnes,annual,2023-10-03 21:10:31.648161,2023-11-02 13:53:00.077172
HUN,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2,247,tonnes,annual,2023-10-03 21:10:31.648664,2023-11-02 13:53:00.077172
HUN,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2e_100yr,247,tonnes,annual,2023-10-03 21:10:31.648694,2023-11-02 13:53:00.077172
HUN,2018-01-01 00:00:00,2018-12-31 00:00:00,bauxite-mining,co2e_20yr,247,tonnes,annual,2023-10-03 21:10:31.648702,2023-11-02 13:53:00.077172
IDN,2015-01-01 00:00:00,2015-12-31 00:00:00,bauxite-mining,co2,31435,tonnes,annual,2023-10-03 21:10:31.65166,2023-11-02 13:53:00.077172
