iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BRA,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,11960000,tonnes,annual,2023-10-03 21:13:23.000808,2023-11-02 13:53:03.740685
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2,3535,tonnes,annual,2023-10-03 21:13:23.012894,2023-11-02 13:53:03.740685
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_100yr,3535,tonnes,annual,2023-10-03 21:13:23.012925,2023-11-02 13:53:03.740685
BTN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_20yr,3535,tonnes,annual,2023-10-03 21:13:23.012932,2023-11-02 13:53:03.740685
BTN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2,2302,tonnes,annual,2023-10-03 21:13:23.013451,2023-11-02 13:53:03.740685
BTN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_100yr,2302,tonnes,annual,2023-10-03 21:13:23.013483,2023-11-02 13:53:03.740685
BTN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_20yr,2302,tonnes,annual,2023-10-03 21:13:23.013491,2023-11-02 13:53:03.740685
BTN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2,2713,tonnes,annual,2023-10-03 21:13:23.013982,2023-11-02 13:53:03.740685
BTN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_100yr,2713,tonnes,annual,2023-10-03 21:13:23.014013,2023-11-02 13:53:03.740685
BTN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_20yr,2713,tonnes,annual,2023-10-03 21:13:23.01402,2023-11-02 13:53:03.740685
BTN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2,3124,tonnes,annual,2023-10-03 21:13:23.014639,2023-11-02 13:53:03.740685
BTN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,3124,tonnes,annual,2023-10-03 21:13:23.014671,2023-11-02 13:53:03.740685
BTN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,3124,tonnes,annual,2023-10-03 21:13:23.014678,2023-11-02 13:53:03.740685
BTN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2,3041,tonnes,annual,2023-10-03 21:13:23.015169,2023-11-02 13:53:03.740685
BTN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_100yr,3041,tonnes,annual,2023-10-03 21:13:23.015198,2023-11-02 13:53:03.740685
BTN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_20yr,3041,tonnes,annual,2023-10-03 21:13:23.015217,2023-11-02 13:53:03.740685
BTN,2020-01-01 00:00:00,2020-12-31 00:00:00,iron-mining,co2,2877,tonnes,annual,2023-10-03 21:13:23.015794,2023-11-02 13:53:03.740685
BTN,2020-01-01 00:00:00,2020-12-31 00:00:00,iron-mining,co2e_100yr,2877,tonnes,annual,2023-10-03 21:13:23.015824,2023-11-02 13:53:03.740685
BTN,2020-01-01 00:00:00,2020-12-31 00:00:00,iron-mining,co2e_20yr,2877,tonnes,annual,2023-10-03 21:13:23.015832,2023-11-02 13:53:03.740685
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,iron-mining,co2,3980,tonnes,annual,2023-10-03 21:13:23.016324,2023-11-02 13:53:03.740685
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,iron-mining,co2e_100yr,3980,tonnes,annual,2023-10-03 21:13:23.016354,2023-11-02 13:53:03.740685
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,iron-mining,co2e_20yr,3980,tonnes,annual,2023-10-03 21:13:23.016364,2023-11-02 13:53:03.740685
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2,4377,tonnes,annual,2023-10-03 21:13:23.016963,2023-11-02 13:53:03.740685
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2e_100yr,4377,tonnes,annual,2023-10-03 21:13:23.016993,2023-11-02 13:53:03.740685
BTN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2e_20yr,4377,tonnes,annual,2023-10-03 21:13:23.017002,2023-11-02 13:53:03.740685
CAN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2,1750440,tonnes,annual,2023-10-03 21:13:23.032337,2023-11-02 13:53:03.740685
CAN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_100yr,1750440,tonnes,annual,2023-10-03 21:13:23.032368,2023-11-02 13:53:03.740685
CAN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_20yr,1750440,tonnes,annual,2023-10-03 21:13:23.032375,2023-11-02 13:53:03.740685
CAN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2,1823068,tonnes,annual,2023-10-03 21:13:23.032966,2023-11-02 13:53:03.740685
CAN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,1823068,tonnes,annual,2023-10-03 21:13:23.032997,2023-11-02 13:53:03.740685
CAN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,1823068,tonnes,annual,2023-10-03 21:13:23.033004,2023-11-02 13:53:03.740685
CAN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2,2034826,tonnes,annual,2023-10-03 21:13:23.033503,2023-11-02 13:53:03.740685
CAN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_100yr,2034826,tonnes,annual,2023-10-03 21:13:23.033534,2023-11-02 13:53:03.740685
CAN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_20yr,2034826,tonnes,annual,2023-10-03 21:13:23.033541,2023-11-02 13:53:03.740685
CHL,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2,401648,tonnes,annual,2023-10-03 21:13:23.045141,2023-11-02 13:53:03.740685
CHL,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_100yr,401648,tonnes,annual,2023-10-03 21:13:23.045171,2023-11-02 13:53:03.740685
CHL,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_20yr,401648,tonnes,annual,2023-10-03 21:13:23.045193,2023-11-02 13:53:03.740685
CHL,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2,380094,tonnes,annual,2023-10-03 21:13:23.046191,2023-11-02 13:53:03.740685
CHL,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_100yr,380094,tonnes,annual,2023-10-03 21:13:23.046224,2023-11-02 13:53:03.740685
CHL,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_20yr,380094,tonnes,annual,2023-10-03 21:13:23.046231,2023-11-02 13:53:03.740685
CHN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2,32625098,tonnes,annual,2023-10-03 21:13:23.050183,2023-11-02 13:53:03.740685
CHN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_100yr,32625098,tonnes,annual,2023-10-03 21:13:23.050214,2023-11-02 13:53:03.740685
CHN,2015-01-01 00:00:00,2015-12-31 00:00:00,iron-mining,co2e_20yr,32625098,tonnes,annual,2023-10-03 21:13:23.050221,2023-11-02 13:53:03.740685
CHN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2,30050101,tonnes,annual,2023-10-03 21:13:23.050739,2023-11-02 13:53:03.740685
CHN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_100yr,30050101,tonnes,annual,2023-10-03 21:13:23.050769,2023-11-02 13:53:03.740685
CHN,2016-01-01 00:00:00,2016-12-31 00:00:00,iron-mining,co2e_20yr,30050101,tonnes,annual,2023-10-03 21:13:23.050777,2023-11-02 13:53:03.740685
CHN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2,28397798,tonnes,annual,2023-10-03 21:13:23.051384,2023-11-02 13:53:03.740685
CHN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_100yr,28397798,tonnes,annual,2023-10-03 21:13:23.051426,2023-11-02 13:53:03.740685
CHN,2017-01-01 00:00:00,2017-12-31 00:00:00,iron-mining,co2e_20yr,28397798,tonnes,annual,2023-10-03 21:13:23.051444,2023-11-02 13:53:03.740685
CHN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2,27519738,tonnes,annual,2023-10-03 21:13:23.051949,2023-11-02 13:53:03.740685
CHN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,27519738,tonnes,annual,2023-10-03 21:13:23.05198,2023-11-02 13:53:03.740685
CHN,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,27519738,tonnes,annual,2023-10-03 21:13:23.051988,2023-11-02 13:53:03.740685
CHN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2,28852200,tonnes,annual,2023-10-03 21:13:23.052591,2023-11-02 13:53:03.740685
CHN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_100yr,28852200,tonnes,annual,2023-10-03 21:13:23.052623,2023-11-02 13:53:03.740685
CHN,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_20yr,28852200,tonnes,annual,2023-10-03 21:13:23.05263,2023-11-02 13:53:03.740685
CHN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2,7372460,tonnes,annual,2023-10-03 21:13:23.054998,2023-11-02 13:53:03.740685
CHN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2e_100yr,7372460,tonnes,annual,2023-10-03 21:13:23.055029,2023-11-02 13:53:03.740685
CHN,2022-01-01 00:00:00,2022-12-31 00:00:00,iron-mining,co2e_20yr,7372460,tonnes,annual,2023-10-03 21:13:23.055037,2023-11-02 13:53:03.740685
COG,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2,1124,tonnes,annual,2023-10-03 21:13:23.074619,2023-11-02 13:53:03.740685
COG,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_100yr,1124,tonnes,annual,2023-10-03 21:13:23.07465,2023-11-02 13:53:03.740685
COG,2018-01-01 00:00:00,2018-12-31 00:00:00,iron-mining,co2e_20yr,1124,tonnes,annual,2023-10-03 21:13:23.074658,2023-11-02 13:53:03.740685
COG,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2,1967,tonnes,annual,2023-10-03 21:13:23.07515,2023-11-02 13:53:03.740685
COG,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_100yr,1967,tonnes,annual,2023-10-03 21:13:23.07518,2023-11-02 13:53:03.740685
COG,2019-01-01 00:00:00,2019-12-31 00:00:00,iron-mining,co2e_20yr,1967,tonnes,annual,2023-10-03 21:13:23.075187,2023-11-02 13:53:03.740685
